gvkey,fyr,acctstdq,bsprq,compstq,curcdq,datacqtr,datafqtr,fqtr,fyearq,pdq,pdsa,pdytd,rp,scfq,srcq,staltq,updq,datadate,fdateq,pdateq,accdq,accoq,acoq,acoxq,actq,adpacq,amq,ancq,aoq,aotq,apoq,apq,artfsq,atq,autxrq,bcefq,bctq,bdiq,capcstq,capr1q,capr2q,capr3q,capsq,caq,ceqq,cfbdq,cfereq,cfoq,cfpdoq,cheq,chq,chsq,cltq,cogsq,cstkq,dfpacq,dfxaq,ditq,dlcq,dlttq,dpactq,dpq,dptbq,dptcq,dvpdpq,dvrreq,dvtq,eqrtq,eroq,esubq,fcaq,feaq,felq,gdwlamq,gdwlq,gpq,iatiq,ibkiq,ibmiiq,ibq,iditq,iireq,iitq,intanq,intcq,invtq,iobdq,ioiq,ioreq,ipq,iptiq,isgtq,istq,ivaeqq,ivaoq,iviq,ivptq,ivstq,ivtfsq,lcabgq,lcacuq,lcoq,lcoxq,lctq,lltq,loq,lseq,lsq,ltmibq,ltq,mibnq,mibq,mibtq,miiq,mtlq,nitq,nopioq,nopiq,oiadpq,oibdpq,oproq,pclq,piq,ppentq,prcq,pstkq,ptranq,pvoq,pvtq,ratiq,rawmsmq,reccoq,rectoq,rectq,rectrq,reitq,req,revtq,risq,rltq,rvlrvq,rvtiq,rvutxq,saaq,saleq,salq,sbdcq,scoq,scq,sctq,seqq,spiq,ssnpq,stkchq,tdsgq,tdstq,teqq,transaq,tstkq,txdbq,txtq,unnpq,xagtq,xbdtq,xcomiq,xcomq,xdvreq,xintq,xioq,xiq,xiviq,xivreq,xobdq,xoiq,xoproq,xoprq,xoreq,xppq,xretq,xsgaq,xsq,xstoq,xstq,xtq,accliy,acqdisny,acqdisoy,adpacy,amy,aolochy,apalchy,apchy,aqcy,asdisy,asinvy,atochy,autxry,bcefy,bcty,bdiy,capcsty,capfly,capxfiy,capxy,cfbdy,cferey,cflaothy,cfoy,cfpdoy,chechy,chenfdy,cogsy,dcsfdy,dcufdy,dfxay,dispochy,dity,dlcchy,dltisy,dltry,docy,dpcy,dpy,dvpdpy,dvrecy,dvrrey,dvty,dvy,eieacy,eqdivpy,esuby,exresy,exreuy,exrey,fcay,fiaoy,fincfy,finincy,finley,finrey,finvaoy,fopoy,fsrcopoy,fsrcopty,fsrcoy,fsrcty,fuseoy,fusety,gdwlamy,gpy,ibcy,ibkiy,ibmiiy,iby,idity,iirey,iity,intandy,intanpy,intcy,intfacty,intfly,intiacty,intoacty,intpdy,intrcy,invchy,invdspy,invsvcy,iobdy,ioiy,iorey,iptiy,isgty,ivacoy,ivchy,iviy,ivncfy,ivstchy,liqresny,liqresoy,lndepy,lnincy,lnmdy,lnrepy,ltdchy,ltdlchy,ltloy,micy,miiy,miseqy,ncfliqy,neqmiy,nity,noasuby,nopioy,nopiy,oancfcy,oancfdy,oancfy,oiadpy,oibdpy,opprfty,oproy,pcly,piy,pliachy,prosaiy,prstkcy,prvy,psfixy,ptrany,purtshry,pvoy,rawmsmy,recchy,reity,revty,risy,rvy,saley,shrcapy,sivy,spiy,sppchy,sppivy,sstky,stfixay,stinvy,stkchy,subdisy,subpury,tdsgy,txdcy,txopy,txty,txy,wcapchcy,wcapchy,wcapopcy,wcapsay,wcapsuy,wcapsy,wcapty,wcapuy,xagty,xbdty,xcomiy,xcomy,xdvrey,xidocy,xinty,xioy,xiviy,xivrey,xiy,xobdy,xoiy,xoproy,xopry,xorey,xrety,xsgay,xstoy,xsty,xsy,xty,exchg,ISIN,SEDOL,conm,fic,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
019312,12,DI,GO,AC,USD,2013Q2,2013Q2,2,2013,3,6,6,Q,4,3,,3,2013-06-30,2013-10-18,2013-09-23,4.5099,,0.2486,0.1875,40.3106,,,5.1156,0.0137,,,1.0941,,45.4262,,,,,,,,,,,37.6910,,,,,40.0620,,,,3.1800,57.0711,,,,,,,,,,,,,-19.3798,3.2860,,,,,,,-2.8080,,,-2.3910,-2.3910,,,,,,,,,,,,,,,0.0137,,,,,,,5.5190,1.0095,6.6134,1.1220,,45.4262,,7.7349,7.7350,,,,,,,0.8733,0.8733,,-3.2590,,,-2.3857,5.1019,,,,,,,,,,,,,-22.6658,0.3716,,,,,,,0.3716,,,,,57.0711,37.6913,,,,,,37.6913,,,1.1215,0.0053,,,,,,,,,,,,,,0.0000,3.6306,,0.0611,,0.4506,,,,,,,,,,,,,,,,,,,,,,,,0.1094,,,,,,-7.1918,,0.0356,,,,,,,,,,,,,,,,,,,,,,-4.3738,,,,,,,,-3.1972,,,,,,,,0.7070,0.4886,,0.4886,0.4886,,,,,,,,,,,,,,,,,,,,,,,,-0.1094,,,,,,,,,,,,,,,,,,0.6373,0.6373,,,-2.7086,,-0.1380,,,,0.4992,,,,,,,,,,,,0.7427,,,0.7427,,,,,,,,,,,,,,,0.0106,,,,,,,,,,,,,,,,,,,,-5.2707,,,0.0000,0.8808,,,0.8452,,,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,SQ,USD,2013Q3,2013Q3,3,2013,3,,9,Q,4,5,,3,2013-09-30,2014-04-03,2014-04-03,0.1105,,38.2421,38.2220,41.3377,,,0.0239,0.0133,,,0.0408,,41.3615,,,,,,,,,,,32.3520,,,,,3.0709,,,,-0.0174,57.0711,,,,,,0.1007,,,,,,,-24.7190,1.8887,,,,,,,0.0030,,,-0.8405,-0.8405,,,,,,,,,,,,,,,0.0000,,,,,,,8.9690,8.8581,9.0094,,,41.3615,,9.0094,9.0090,,,,,,,-0.2671,-0.2671,,-0.5740,,,-0.8407,0.0105,,,,,,,,0.0246,0.0246,0.0246,,,-26.6077,-0.0138,,,,,,,-0.0138,,,,,57.0711,32.3521,,,,,,32.3521,,,,-0.0003,,,,,,,,,-1.1305,,,,,0.0000,0.5599,,0.0202,,0.5774,,,0.0110,,,,,,,0.0147,,1.7244,,,,,,,,,,,,0.0547,,,,,,-9.1274,,0.0182,,,,,,,,,,0.0240,,,,,,,,,,,,-3.9601,,,,,,,,-6.7029,,,,,,,,0.7110,-0.3519,,-0.3519,-0.3519,,,,,,,,,,,,,,,,,,,,,-0.0611,,,-0.1158,,,,,,,,,,,,,,,,,,0.3703,0.3703,,,-5.0515,,-0.7120,,,,-0.3415,,,,,,,,,,0.2401,,0.7289,,,0.7289,,,,,,,,,,,,,,,0.0103,,,,1.9792,,,,,,,,,,,,,,,,-6.4011,,,0.0000,1.4407,,,1.4225,,0.0110,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,,USD,2013Q4,2013Q4,4,2013,3,,12,Q,4,5,,3,2013-12-31,2014-04-03,2014-04-03,0.1105,,38.2421,38.2220,41.3377,,,0.0239,0.0133,,,0.0408,,41.3615,,,,,,,,,,,32.3520,,,,,3.0709,,,,-0.0174,57.0711,,,,,,0.1007,,,,,,,-24.7190,1.8887,,,,,,,0.0030,,,-0.8405,-0.8405,,,,,,,,,,,,,,,0.0000,,,,,,,8.9690,8.8581,9.0094,,,41.3615,,9.0094,9.0090,,,,,,,-0.2671,-0.2671,,-0.5740,,,-0.8407,0.0105,,,,,,,,0.0246,0.0246,0.0246,,,-26.6077,-0.0138,,,,,,,-0.0138,,,,,57.0711,32.3521,,,,,,32.3521,,,,-0.0003,,,,,,,,,-1.1305,,,,,0.0000,0.5599,,0.0202,,0.5774,,,0.0110,,,,,,,0.0295,,3.4488,,,,,,,,,,,,,,,,,,-11.0629,,0.0007,,,,,,,,,,0.0481,,,,,,,,,,,,-3.5463,,,,,,,,-10.2085,,,,,,,,0.7140,-1.1924,,-1.1924,-1.1924,,,,,,,,,,,,,,,,,,,,,-0.1221,,,-0.1221,,,,,,,,,,,,,,,,,,0.1032,0.1032,,,-7.3944,,-1.2860,,,,-1.1823,,,,,,,,,,0.4801,,0.7151,,,0.7151,,,,,,,,,,,,,,,0.0101,,,,3.9584,,,,,,,,,,,,,,,,-7.5316,,,0.0000,2.0006,,,1.9999,,0.0221,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,SQ,USD,2014Q1,2014Q1,1,2014,3,,3,Q,4,3,,3,2014-03-31,2014-09-24,2014-09-24,0.0426,,1.1326,1.1119,3.9384,,,0.0205,0.0141,,,1.1290,,3.9589,,,,,,,,,,,2.7870,,,,,2.7561,,,,0.0331,16.9109,,,,,,,,,,,,,-14.1235,-0.1746,,,,,,,-0.0320,,,-0.3236,-0.3236,,,,,,,,,,,,,,,0.0141,,,,,,,0.0430,0.0000,1.1716,,,3.9589,,1.1716,1.1720,,,,,,,-0.0888,-0.0888,,-0.2350,,,-0.3236,0.0064,,,,,,,,0.0497,0.0497,0.0497,,,-13.9490,0.0009,,,,,,,0.0009,,,,,16.9109,2.7873,,,,,,2.7873,,,,,,,,,,,,,0.4519,,,,,0.0000,0.2357,,0.0208,,0.2026,,,0.0027,,,,,,,,,,,,,0.0053,,,,,,,,,,,,,,-16.7175,,0.0331,,,,,,,,,,,,,,,,,,,,,,0.0429,,-16.4167,-16.4167,,,,,-0.0255,,,,,,,,-0.0320,-0.3236,,-0.3236,-0.3236,,,,,,,,,,,,,,,,,,,,,,,,0.0053,,,,,,,,,,,,,,,,,,-0.0888,-0.0888,,,-0.3490,,-0.2350,,,,-0.3236,,,,,,,,,,,,0.0009,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4519,,,0.0000,0.2357,,,0.2026,,0.0027,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,AC,USD,2014Q2,2014Q2,2,2014,3,6,6,Q,4,3,,3,2014-06-30,2014-09-24,2014-09-24,0.0426,,1.1326,1.1119,3.9384,,,0.0205,0.0141,,,1.1290,,3.9589,,,,,,,,,,,2.7870,,,,,2.7561,,,,0.0331,16.9109,,,,,,,,,,,,,-14.1235,-0.1746,,,,,,,-0.0320,,,-0.3236,-0.3236,,,,,,,,,,,,,,,0.0141,,,,,,,0.0430,0.0000,1.1716,,,3.9589,,1.1716,1.1720,,,,,,,-0.0888,-0.0888,,-0.2350,,,-0.3236,0.0064,,,,,,,,0.0497,0.0497,0.0497,,,-13.9490,0.0009,,,,,,,0.0009,,,,,16.9109,2.7873,,,,,,2.7873,,,,,,,,,,,,,0.4519,,,,,0.0000,0.2357,,0.0208,,0.2026,,,0.0027,,,,,,,,,,,,,0.0105,,,,,,,,,,,,,,-33.4349,,0.0662,,,,,,,,,,,,,,,,,,,,,,0.0859,,-32.8333,-32.8333,,,,,-0.0509,,,,,,,,-0.0640,-0.6471,,-0.6471,-0.6471,,,,,,,,,,,,,,,,,,,,,,,,0.0105,,,,,,,,,,,,,,,,,,-0.1776,-0.1776,,,-0.6980,,-0.4690,,,,-0.6471,,,,,,,,,,,,0.0018,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9038,,,0.0000,0.4713,,,0.4052,,0.0053,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,SQ,USD,2014Q3,2014Q3,3,2014,3,,9,Q,4,5,,3,2014-09-30,2015-04-07,2015-04-07,0.1159,,0.0269,0.0192,1.4022,,,0.0122,0.0122,,,0.0358,,1.4144,,,,,,,,,,,1.2630,,,,,1.3427,,,,0.1766,16.9109,,0.0040,,,,0.1038,0.0040,,,,,,-15.6481,-0.4096,,,,,,,-0.1680,,,-0.6451,-0.6451,,,,,,,,,,,,,,,0.0000,,,,,,,0.1160,0.0000,0.1517,,,1.4144,,0.1517,0.1520,,,,,,,-0.0171,-0.0171,-0.6270,-0.6230,,,-0.6445,0.0000,,,,,,,,0.0327,0.0327,0.0327,,,-15.2385,0.0086,,,,,,,0.0086,,,,,16.9109,1.2628,,,,,,1.2628,,,,0.0005,,,,,,,,,0.0000,,,,,0.3425,0.6320,,0.0077,,0.1129,,,0.0043,,,,,,,0.0068,,-0.0630,,,,-0.3338,,,,,,,,,,,,,,-34.1416,,0.2428,,,0.0040,,,,,,,0.0040,0.0040,,,,,,,,,,,0.0585,,-32.8333,-32.8333,,,,,0.3409,,,,,,,,-0.2330,-1.2922,,-1.2922,-1.2922,,,,,,,,,,,,,,,,,,,,,,,,-0.3338,,,,,,,,,,,,,,,,,,-0.1947,-0.1947,,,-1.0330,-1.0970,-1.0930,,,,-1.2916,,,,,,,,,,-0.0295,,0.0104,,,0.0104,,,,,,,,,,,,,,,0.0005,,,,-0.0857,,,,,,,,,,,,,,,,0.9038,,,0.3425,1.1034,,,0.5180,,0.0096,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,AC,USD,2014Q4,2014Q4,4,2014,3,,12,Q,4,5,,3,2014-12-31,2015-04-07,2015-04-07,0.1159,,0.0269,0.0192,1.4022,,,0.0122,0.0122,,,0.0358,,1.4144,,,,,,,,,,,1.2630,,,,,1.3427,,,,0.1766,16.9109,,0.0040,,,,0.1038,0.0040,,,,,,-15.6481,-0.4096,,,,,,,-0.1680,,,-0.6451,-0.6451,,,,,,,,,,,,,,,0.0000,,,,,,,0.1160,0.0000,0.1517,,,1.4144,,0.1517,0.1520,,,,,,,-0.0171,-0.0171,-0.6270,-0.6230,,,-0.6445,0.0000,,,,,,,,0.0327,0.0327,0.0327,,,-15.2385,0.0086,,,,,,,0.0086,,,,,16.9109,1.2628,,,,,,1.2628,,,,0.0005,,,,,,,,,0.0000,,,,,0.3425,0.6320,,0.0077,,0.1129,,,0.0043,,,,,,,0.0136,,-0.1261,,,,-0.6782,,,,,,,,,,,,,,-34.8483,,0.4194,,,0.0079,,,,,,,0.0079,0.0079,,,,,,,,,,,0.0312,,-32.8333,-32.8333,,,,,0.7327,,,,,,,,-0.4000,-1.9372,,-1.9372,-1.9372,,,,,,,,,,,,,,,,,,,,,,,,-0.6782,,,,,,,,,,,,,,,,,,-0.2118,-0.2118,,,-1.3680,-1.7240,-1.7160,,,,-1.9361,,,,,,,,,,-0.0590,,0.0190,,,0.0190,,,,,,,,,,,,,,,0.0011,,,,-0.1714,,,,,,,,,,,,,,,,0.9038,,,0.6851,1.7354,,,0.6309,,0.0139,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,SQ,USD,2015Q1,2015Q1,1,2015,3,,3,Q,4,3,,3,2015-03-31,2015-09-16,2015-09-16,0.0672,,0.0069,0.0008,0.8108,,,0.0115,0.0115,,,0.0196,,0.8223,,,,,,,,,,,0.7350,,,,,0.8026,,,,0.0705,16.9109,,,,,,,,,,,,,-16.1754,-0.4475,,,,,,,-0.0700,,,-0.2447,-0.2447,,,,,,,,,,,,,,,0.0115,,,,,,,0.0670,0.0000,0.0868,,,0.8223,,0.0868,0.0870,,,,,,,-0.0223,-0.0223,,-0.2230,,,-0.2447,,,,,,,,,0.0014,0.0014,0.0014,,,-15.7279,0.0002,,,,,,,0.0002,,,,,16.9109,0.7355,,,,,,0.7355,,,,,,,,,,,,,,,,,,0.0000,0.2226,,0.0061,,0.1522,,,0.0208,,,,,,,,,,,,,0.0046,,,,,,,,,,,,,,-0.2701,,0.0705,,,,,,,,,,,,,,,,,,,,,,-0.0076,,,,,,,,-0.0223,,,,,,,,-0.0700,-0.2447,,-0.2447,-0.2447,,,,,,,,,,,,,,,,,,,,,,,,0.0046,,,,,,,,,,,,,,,,,,-0.0223,-0.0223,,,-0.2670,,-0.2230,,,,-0.2447,,,,,,,,,,,,0.0002,,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.2226,,,0.1522,,0.0208,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,AC,USD,2015Q2,2015Q2,2,2015,3,6,6,Q,4,3,,3,2015-06-30,2015-09-16,2015-09-16,0.0672,,0.0069,0.0008,0.8108,,,0.0115,0.0115,,,0.0196,,0.8223,,,,,,,,,,,0.7350,,,,,0.8026,,,,0.0705,16.9109,,,,,,,,,,,,,-16.1754,-0.4475,,,,,,,-0.0700,,,-0.2447,-0.2447,,,,,,,,,,,,,,,0.0115,,,,,,,0.0670,0.0000,0.0868,,,0.8223,,0.0868,0.0870,,,,,,,-0.0223,-0.0223,,-0.2230,,,-0.2447,,,,,,,,,0.0014,0.0014,0.0014,,,-15.7279,0.0002,,,,,,,0.0002,,,,,16.9109,0.7355,,,,,,0.7355,,,,,,,,,,,,,,,,,,0.0000,0.2226,,0.0061,,0.1522,,,0.0208,,,,,,,,,,,,,0.0091,,,,,,,,,,,,,,-0.5401,,0.1409,,,,,,,,,,,,,,,,,,,,,,-0.0152,,,,,,,,-0.0446,,,,,,,,-0.1410,-0.4894,,-0.4894,-0.4894,,,,,,,,,,,,,,,,,,,,,,,,0.0091,,,,,,,,,,,,,,,,,,-0.0446,-0.0446,,,-0.5340,,-0.4450,,,,-0.4894,,,,,,,,,,,,0.0005,,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.4453,,,0.3044,,0.0417,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,SQ,USD,2015Q3,2015Q3,3,2015,3,,9,Q,4,5,,3,2015-09-30,2016-04-06,2016-04-06,0.0274,,0.0093,0.0001,0.4268,,,0.0110,0.0110,,,0.0204,,0.4377,,,,,,,,,,,0.3900,,,,,0.4118,,,,0.0100,16.9109,,,,,,,,,,,,,-16.5209,-0.4843,,,,,,,-0.0100,,,-0.1544,-0.1544,,,,,,,,,,,,,,,0.0000,,,,,,,0.0270,0.0000,0.0478,,,0.4377,,0.0478,0.0480,,,,,,,-0.0957,-0.0957,,-0.0590,,,-0.1544,,,,,,,,,0.0057,0.0057,0.0057,,,-16.0366,0.0002,,,,,,,0.0002,,,,,16.9109,0.3899,,,,,,0.3899,,,,,,,,,,,,,,,,,,0.0000,0.0589,,0.0091,,0.0489,,,,,,,,,,-0.0125,,-0.0228,,,,0.0046,,,,,,,,,,,,,,-0.7355,,0.1509,,,,,,,,,,,,,,,,,,,,,,-0.0037,,,,,,,,-0.0485,,,,,,,,-0.1500,-0.6437,,-0.6437,-0.6437,,,,,,,,,,,,,,,,,,,,,,,,0.0046,,,,,,,,,,,,,,,,,,-0.1403,-0.1403,,,-0.7363,,-0.5030,,,,-0.6437,,,,,,,,,,-0.0088,,0.0007,,,0.0007,,,,,,,,,,,,,,,,,,,-0.0441,,,,,,,,,,,,,,,,,,,0.0000,0.5042,,,0.3533,,0.0409,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,,USD,2015Q4,2015Q4,4,2015,3,,12,Q,4,5,,3,2015-12-31,2016-04-06,2016-04-06,0.0274,,0.0093,0.0001,0.4268,,,0.0110,0.0110,,,0.0204,,0.4377,,,,,,,,,,,0.3900,,,,,0.4118,,,,0.0100,16.9109,,,,,,,,,,,,,-16.5209,-0.4843,,,,,,,-0.0100,,,-0.1544,-0.1544,,,,,,,,,,,,,,,0.0000,,,,,,,0.0270,0.0000,0.0478,,,0.4377,,0.0478,0.0480,,,,,,,-0.0957,-0.0957,,-0.0590,,,-0.1544,,,,,,,,,0.0057,0.0057,0.0057,,,-16.0366,0.0002,,,,,,,0.0002,,,,,16.9109,0.3899,,,,,,0.3899,,,,,,,,,,,,,,,,,,0.0000,0.0589,,0.0091,,0.0489,,,,,,,,,,-0.0250,,-0.0455,,,,,,,,,,,,,,,,,,-0.9308,,0.1609,,,,,,,,,,,,,,,,,,,,,,0.0078,,,,,,,,-0.0524,,,,,,,,-0.1600,-0.7981,,-0.7981,-0.7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2360,-0.2360,,,-0.9386,,-0.5620,,,,-0.7981,,,,,,,,,,-0.0176,,0.0009,,,0.0009,,,,,,,,,,,,,,,,,,,-0.0881,,,,,,,,,,,,,,,,,,,0.0000,0.5630,,,0.4022,,0.0401,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
019312,12,DI,GO,SQ,USD,2016Q1,2016Q1,1,2016,3,,3,Q,4,3,,3,2016-03-31,2016-09-17,2016-09-17,0.0156,,0.0146,0.0146,0.2509,,,0.0111,0.0111,,,0.0067,,0.2620,,,,,,,,,,,0.2400,,,,,0.2363,,,,0.0117,16.9109,,,,,,,,,,,,,-16.6711,-0.4819,,,,,,,-0.0120,,,-0.0763,-0.0763,,,,,,,,,,,,,,,0.0111,,,,,,,0.0160,0.0000,0.0223,,,0.2620,,0.0223,0.0220,,,,,,,-0.0152,-0.0152,,-0.0610,,,-0.0763,,,,,,,,,0.0000,0.0000,0.0000,,,-16.1892,0.0001,,,,,,,0.0001,,,,,16.9109,0.2398,,,,,,0.2398,,,,,,,,,,,,,,,,,,0.0000,0.0612,,,,0.0495,,,,,,,,,,,,,,,,-0.0029,,,,,,,,,,,,,,-0.0878,,0.0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0082,,,,,,,,-0.0120,-0.0763,,-0.0763,-0.0763,,,,,,,,,,,,,,,,,,,,,,,,-0.0029,,,,,,,,,,,,,,,,,,-0.0152,-0.0152,,,-0.0845,,-0.0610,,,,-0.0763,,,,,,,,,,,,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0612,,,0.0495,,,,,194,,B0N33H3,LEYSHON RESOURCES LTD,AUS,"Suite 3, Level 3","1292 Hay Street, West Perth",,,6005,"The principal activity of the Group during the year consisted of the identification and evaluation of suitable investment opportunities and completing the divestment of its Mt Leyshon legacy gold project in Queensland, Australia.",,Perth,Leyshon Resources Ltd,,10,,+61 8 93224073,12,1510,151040,15,15104030,I,,AUS,212221,+61 8 93210077,,02W,,1040,265,970,,,,leyshonresources.com,2017-07-17,
